word,ipa,meaningVi,definitionEn,exampleEn,exampleVi,partOfSpeech,level
the outbreak of an epidemic,,sự bùng phát của dịch bệnh,"a large number of diseases occurring at the same time in a
particular community","A lack of government programs for vaccination and regular
health care may lead to the outbreak of an epidemic, particularly in
developing countries.","Việc thiếu hụt các chương trình của chính phủ cho vắc xin phòng
bệnh và chăm sóc sức khỏe thường xuyên có thể dẫn tới sự bùng phùng
của dịch bệnh, nhất là tại các nước đang phát triển.",phrase,IELTS
sedentary lifestyle,,phong cách sống thiếu vận động,involving little exercise or physical activity,"A sedentary lifestyle is a major factor in health problems such as
obesity and heart disease.","Sống thiếu vận động là yếu tố chính dẫn đến các vấn đề về sức khỏe
như béo phì và các bệnh về tim.",phrase,IELTS
healthy eating habits,,thói quen ăn uống lành mạnh,eating healthy food at regular times of the day,"Health education involves teaching people about healthy eating
habits, such as regular mealtimes and eating fruit and vegetables every
day.","Giáo dục sức khỏe cần dạy cho mọi người thói quen ăn uống lành
mạnh, như là giờ ăn hợp lý và cần ăn rau và trái cây mỗi ngày.",phrase,IELTS
to take regular exercise,,tập thể dục thường xuyên,to do some physical activity on a regular basis,"Authorities should encourage people of all ages to take regular
exercise by providing facilities in each community.","Chính quyền nên khuyến khích người dân ở mọi lứa tuổi tập thể dục
thường xuyên bằng cách cung cấp trang thiết bị cho mỗi khu dân cư.",phrase,IELTS
a fitness regime,,chế độ tập luyện,a method or routine of taking regular exercise,"Even elderly people can adopt a fitness regime by taking light
exercise such as walking or jogging.","Ngay cả người già cũng có thể có chế độ tập luyện bằn cách tập các
bài tập nhẹ như đi bộ.",phrase,IELTS
health awareness campaigns,,chiến dịch tuyên truyền sức khỏe,"publicity to encourage people to be concerned about looking
after their health.","Public health awareness campaigns are essential if people are
to accept that they have a personal responsibility to look after their own
health.","Chiến dịch tuyên truyền sức khỏe cho cộng đồng là rất cần thiết nếu
mọi người chấp nhận rằng họ có trách nhiệm cá nhân trong việc chăm sóc
sức khỏe của mình.",phrase,IELTS
preventive medicine,,thuốc phòng bệnh,practices of healthcare intended to try to stop illnesses,"An emphasis on preventive medicine will result in a healthier
population and reduced costs for medical treatment.","Tập trung vào thuốc phòng bệnh sẽ mang lại dân cư khỏe mạnh
hơn và giảm chi phí y tế.",phrase,IELTS
alternative healthcare,,liệu pháp thay thế,"this is a term used by many western countries to describe more
traditional types of healthcare that do not involve operations and
pharmaceutical drugs.","Naturopathy is a form of alternative healthcare which treats
illness and diseases using natural foods, herbs and other techniques.","Thiên nhiên liệu pháp là một liệu pháp thay thế mà chữa bệnh bằng
thức ăn tự nhiên, thảo dược và các kỹ thuật khác.",phrase,IELTS
public health services,,Dịch vụ y tế công cộng,"the agencies funded by the government to protect and promote
the health of the population","I would argue that funding for public health services should be
the main priority of all governments.","Tôi cho rằng tài trợ cho dịch vụ y tế công cộng nên là ưu tiên chính
của mọi quốc gia.",phrase,IELTS
to take out private health insurance,,đăng ký bảo hiểm y tế tư nhân,"to make regular payments to an insurance company, who will
pay for medical or hospital treatment when you need it","In countries with poor public health services, many people have
to take out private health insurance in order to receive adequate
medical treatment.","Ở những quốc gia có dịch vụ y tế công cộng kém phát triển, nhiều
người phải đăng ký bảo hiểm y tế tư nhân để nhận được sự chăm sóc y tế
thích hợp.",phrase,IELTS
primary health care,,chăm sóc sức khỏe cơ bản,"the medical treatment that you receive first when you are sick or
ill, for example from your doctor or local clinic.","Developing countries must allocate resources to establish
primary health care clinics in rural areas and overcrowded city districts.","Những quốc gia đang phát triển cần phân bổ nguồn lực để thành
lập những phòng khám tư chăm sóc sức khỏe cơ bản tại khu đô thị và
những thành phố quá đông dân cư.",phrase,IELTS
medical practitioner,,người hành nghề y,a person who works as a doctor or surgeon,"It is essential to train more medical practitioners if public health
is to be improved.","Cần phải đào tạo nhiều những người hành nghề y để sức khỏe cộng
đồng có thể được cải thiện.",phrase,IELTS
to build up one's immune system/ immunity,,tăng cường hệ miễn dịch,to increase the ability of your body to fight diseases,"A healthy lifestyle and a diet rich in vitamins is a sure way to
build up one's immune system.","Một lối sống lành mạnh và chế độ ăn giàu vitamin chắc chắn sẽ là
cách tốt để tăng cường hệ miễn dịch.",phrase,IELTS
mental health problems,,các vấn đề thần kinh,related to illnesses of one's mind,"Overwork may sometimes result in mental health problems,
such as anxiety and depression.","Làm việc quá tải đôi khi dẫn đến các vấn đề về thần kinh, như là lo
lắng và khủng hoảng.",phrase,IELTS
to offer emotional support,,đưa ra hỗ trợ tinh thần,"to give counselling to a person who is suffering from a mental
health problem","Some schools in Europe now offer emotional support to pupils
who are the victims of bullying.","Một số trường học ở Châu Âu hiện đưa ra các hỗ trợ về mặt tinh
thần cho những học sinh là nạn nhân bị bắt nạt.",phrase,IELTS
to be addicted to sth,,nghiện cái gì,"to be unable to stop taking harmful drugs, tobacco or alcohol.","More specialist clinics, offering treatment and advice, are
required to help people who are addicted to drugs.","Ngày càng có nhiều những phòng khám tư đa khoa cung cấp việc
chữa trị và lời khuyên cho những người nghiện ngập.",phrase,IELTS
to search for a cure,,tìm phương pháp chữa trị,"the process of looking for a way to make a sick person healthy
again","It is the responsibility of governments to enable doctors to
search for a cure for diseases by providing adequate funding.","Trách nhiệm của chính phủ là phải cho phép các bác sĩ tìm kiếm
phương pháp chữa bệnh bằng cách cung cấp kinh phí cần thiết.",phrase,IELTS
